品牌ID	品牌名称	车系ID	车系名称
1297	斯柯达	17338	斯柯达Yeti
1297	斯柯达	22148	昕动
1297	斯柯达	22497	昕锐
1297	斯柯达	22498	明锐
1297	斯柯达	105913	斯柯达Roomster
1297	斯柯达	161075	斯柯达Superb
1297	斯柯达	161135	速尊
1297	斯柯达	161521	柯迪亚克
1297	斯柯达	161541	欧雅
1299	双龙	3256	爱腾
1299	双龙	3257	路帝
1299	双龙	3258	雷斯特
1299	双龙	3259	雷斯特 Ⅱ
1299	双龙	3260	享御
1299	双龙	5608	柯兰多
1299	双龙	5609	主席
1299	双龙	22151	雷斯特W
1299	双龙	106597	蒂维拉
1299	双龙	161136	途凌
2253	世爵	5678	世爵C8
2273	上汽大通	5635	大通V80
2273	上汽大通	22466	大通G10
2273	上汽大通	105798	大通EV80
2273	上汽大通	161342	大通T60
2273	上汽大通	161519	大通RV80
102474	思铭	17339	思铭
102476	Smart	17340	smart forfour
102476	Smart	17341	smart fortwo
102476	Smart	105575	Smart Crossblade
102476	Smart	105576	smart roadster
102476	Smart	161073	smart forjeremy
102700	陕汽通家	22154	福家
102700	陕汽通家	22155	龙锐
103766	Scion	105571	Scion tC
103766	Scion	105572	Scion xA
103766	Scion	105573	Scion xB
103766	Scion	105574	Scion xD
103767	SPRINGO	105578	赛欧
103786	赛宝	106220	赛宝
103801	赛麟	160956	赛麟野马
103801	赛麟	160957	赛麟S7
103802	斯威	160958	斯威X7
103802	斯威	161544	斯威X3
103810	时代	161370	驭菱
103810	时代	161380	康瑞K
103815	四川现代	161381	瑞逸
103815	四川现代	161382	瑞宝
1300	天马	3264	风驰
1300	天马	3266	风锐
1300	天马	3267	海狮
1300	天马	3268	骏驰
1300	天马	3270	英雄
1301	通田	3271	阁罗
2257	通用	5686	坤程
102715	特斯拉	105286	特斯拉MODEL S
102715	特斯拉	160912	特斯拉Model X
102717	腾势	22491	腾势
103816	唐骏汽车	161383	赛菱
103816	唐骏汽车	161384	福星
1203	沃尔沃	3277	沃尔沃S60
1203	沃尔沃	3278	沃尔沃C30
1203	沃尔沃	3280	沃尔沃S80
1203	沃尔沃	3282	沃尔沃XC60
1203	沃尔沃	3284	沃尔沃S70
1203	沃尔沃	3285	沃尔沃V70
1203	沃尔沃	3286	沃尔沃S80L
1203	沃尔沃	5623	沃尔沃V60
1203	沃尔沃	17346	沃尔沃850
1203	沃尔沃	17347	沃尔沃960
1203	沃尔沃	17348	沃尔沃S90
1203	沃尔沃	17349	沃尔沃XC70
1203	沃尔沃	17351	沃尔沃S40
1203	沃尔沃	17352	沃尔沃V40
1203	沃尔沃	22403	沃尔沃S60L
1203	沃尔沃	104241	沃尔沃XC90
1203	沃尔沃	105273	沃尔沃C70
1203	沃尔沃	106037	沃尔沃240
1203	沃尔沃	106039	沃尔沃740
1203	沃尔沃	106042	沃尔沃940
1203	沃尔沃	161077	沃尔沃XC Classic
1203	沃尔沃	161505	沃尔沃V90
1304	五十铃	3275	突路霸
1304	五十铃	104243	五十铃D-MAX
1304	五十铃	160877	五十铃mu-X
1304	五十铃	160894	瑞迈
1304	五十铃	161405	五十铃皮卡
1305	五菱	3287	五菱大发
1305	五菱	3288	鸿途
1305	五菱	3289	五菱荣光
1305	五菱	3290	兴旺
1305	五菱	3292	扬光
1305	五菱	3293	五菱之光
1305	五菱	5624	PN货车
1305	五菱	5625	五菱宏光
1305	五菱	17357	小旋风
1305	五菱	105642	五菱荣光V
1305	五菱	105643	五菱征程
1305	五菱	161252	五菱之光小卡
1305	五菱	161253	五菱荣光小卡
1305	五菱	161298	五菱之光V
1305	五菱	161517	五菱宏光V
2264	威麟	5680	威麟V5
2264	威麟	5682	威麟X5
2264	威麟	105836	威麟H3
2264	威麟	105837	威麟H5
102714	威兹曼	105127	威兹曼GT
102714	威兹曼	161137	威兹曼Roadster
103768	万丰	105583	万丰商务车
103768	万丰	105584	万丰皮卡
103768	万丰	105585	泰威
103768	万丰	105586	速威
103822	蔚来	161409	蔚来EP9
103829	WEY	161527	WEY VV7
1208	现代	3296	劳恩斯
1208	现代	3297	美佳
1208	现代	3299	索纳塔
1208	现代	3300	维拉克斯
1208	现代	3303	雅科仕
1208	现代	3304	雅尊
1208	现代	3308	悦动
1208	现代	3310	雅绅特
1208	现代	5516	名驭
1208	现代	5518	现代ix35
1208	现代	5520	现代H-1辉翼
1208	现代	5522	飞思
1208	现代	17369	朗动
1208	现代	17370	瑞纳
1208	现代	17374	酷派
1208	现代	17376	劳恩斯 酷派
1208	现代	17377	圣达菲
1208	现代	17378	世纪百年
1208	现代	17380	特杰
1208	现代	17381	途胜
1208	现代	17385	现代i10
1208	现代	17386	现代i20
1208	现代	17387	现代i30
1208	现代	22316	瑞奕
1208	现代	22424	格锐
1208	现代	22444	全新胜达
1208	现代	22458	名图
1208	现代	105294	君爵 XG250
1208	现代	105299	伊兰特
1208	现代	106098	现代Atos
1208	现代	106100	王朝
1208	现代	106101	现代Entourage
1208	现代	106102	现代Galloper
1208	现代	106103	捷恩斯
1208	现代	106104	现代Getz
1208	现代	106105	君爵 XG300
1208	现代	106106	君爵 XG350
1208	现代	106107	现代i45
1208	现代	106108	现代i800
1208	现代	106109	现代ix25
1208	现代	106110	现代Satellite
1208	现代	106111	特拉卡
1208	现代	161107	君爵
1208	现代	161113	领动
1208	现代	161114	领翔
1208	现代	161145	悦纳
1208	现代	161226	格越
1208	现代	161291	新胜达
1208	现代	161353	御翔
1208	现代	161354	索纳塔八
1208	现代	161355	索纳塔九
1208	现代	161363	康恩迪
1208	现代	161392	悦纳RV
1213	雪铁龙	13	富康
1213	雪铁龙	3332	雪铁龙C4
1213	雪铁龙	3334	雪铁龙C6
1213	雪铁龙	3335	凯旋
1213	雪铁龙	3336	世嘉
1213	雪铁龙	3340	雪铁龙C2
1213	雪铁龙	3341	赛纳
1213	雪铁龙	5469	雪铁龙C5
1213	雪铁龙	17416	毕加索
1213	雪铁龙	17418	雪铁龙C3
1213	雪铁龙	17419	雪铁龙C8
1213	雪铁龙	17423	雪铁龙C-Crosser
1213	雪铁龙	17424	雪铁龙C1
1213	雪铁龙	22413	爱丽舍
1213	雪铁龙	106360	雪铁龙C3-XR
1213	雪铁龙	106368	桑蒂雅
1213	雪铁龙	160888	C4世嘉
1213	雪铁龙	161064	雪铁龙C4 PICASSO
1213	雪铁龙	161338	雪铁龙C4 Aircross
1213	雪铁龙	161339	雪铁龙C4L
1307	雪佛兰	3314	雪佛兰Express
1307	雪佛兰	3317	柯西嘉
1307	雪佛兰	3318	景程
1307	雪佛兰	3320	乐风
1307	雪佛兰	3323	赛欧SRV
1307	雪佛兰	3324	开拓者
1307	雪佛兰	3325	乐驰
1307	雪佛兰	5462	斯帕可
1307	雪佛兰	5463	科帕奇
1307	雪佛兰	5464	科迈罗
1307	雪佛兰	5465	沃蓝达
1307	雪佛兰	5468	迈锐宝
1307	雪佛兰	17402	乐骋
1307	雪佛兰	17411	科鲁兹
1307	雪佛兰	17412	鲁米娜
1307	雪佛兰	22415	雪佛兰Traverse
1307	雪佛兰	22419	雪佛兰Suburban
1307	雪佛兰	105453	创酷
1307	雪佛兰	105454	爱唯欧
1307	雪佛兰	105458	赛欧
1307	雪佛兰	106318	雪佛兰Astro
1307	雪佛兰	106319	雪崩
1307	雪佛兰	106326	骑士
1307	雪佛兰	106328	科宝
1307	雪佛兰	106340	春分
1307	雪佛兰	106342	雪佛兰HHR
1307	雪佛兰	106343	英帕拉
1307	雪佛兰	106348	蒙特卡洛
1307	雪佛兰	106349	普林斯
1307	雪佛兰	106350	雷佐
1307	雪佛兰	106352	豪放
1307	雪佛兰	106353	追踪者
1307	雪佛兰	106355	全能先锋
1307	雪佛兰	106357	雪佛兰Uplander
1307	雪佛兰	160943	科沃兹
1307	雪佛兰	161336	乐风RV
1307	雪佛兰	161337	迈锐宝XL
1307	雪佛兰	161399	库罗德
1307	雪佛兰	161400	索罗德
1307	雪佛兰	161523	探界者
1308	新凯	22577	凯胜
1308	新凯	105914	新凯之星
1308	新凯	105915	新凯商务车
1308	新凯	105916	新凯靓星
1308	新凯	105917	都市之星
1308	新凯	161483	新凯威霆
1308	新凯	161564	新凯凌特
1308	新凯	161565	新凯V-Class
1309	新雅途	3343	优尼柯
1309	新雅途	3344	君达
1309	新雅途	3345	新雅途
1309	新雅途	3346	英格尔
2255	西雅特	5684	西亚特LEON
2255	西雅特	22433	欧悦搏
2255	西雅特	22576	伊比飒
102465	夏利	17363	夏利2000
102465	夏利	17367	夏利N5
102465	夏利	105047	夏利N7
102465	夏利	105761	夏利
102465	夏利	105763	雅酷
103785	西安奥拓	106212	西安奥拓
1210	一汽	3352	威乐
1210	一汽	3355	自由风
1210	一汽	5614	威志V2
1210	一汽	5616	威姿
1210	一汽	104912	佳宝T系列
1210	一汽	104914	威志
1210	一汽	104916	威志V2 Cross
1210	一汽	104917	威志V5
1210	一汽	104918	森雅M80
1210	一汽	104919	森雅S80
1210	一汽	105579	一汽AV6
1210	一汽	105580	福星
1210	一汽	105581	自由风II
1210	一汽	105582	骏派D60
1210	一汽	160949	骏派A70
1210	一汽	161132	森雅R7
1210	一汽	161163	佳宝V52
1210	一汽	161164	佳宝V75
1210	一汽	161165	佳宝V77
1210	一汽	161166	佳宝V80
1210	一汽	161167	佳宝V70
1210	一汽	161168	佳宝V70 II代
1210	一汽	161175	解放T80
1210	一汽	161542	佳宝V55
1244	云雀	2907	云雀
1310	英菲尼迪	3351	英菲尼迪QX56
1310	英菲尼迪	17429	英菲尼迪JX35
1310	英菲尼迪	22367	英菲尼迪QX80
1310	英菲尼迪	22368	英菲尼迪QX70
1310	英菲尼迪	22373	英菲尼迪QX50
1310	英菲尼迪	22374	英菲尼迪Q60
1310	英菲尼迪	22375	英菲尼迪Q70L
1310	英菲尼迪	22376	英菲尼迪Q60S
1310	英菲尼迪	22377	英菲尼迪Q50
1310	英菲尼迪	104247	英菲尼迪Q50L
1310	英菲尼迪	104248	英菲尼迪ESQ
1310	英菲尼迪	105326	英菲尼迪EX系列
1310	英菲尼迪	105340	英菲尼迪M系列
1310	英菲尼迪	106176	英菲尼迪FX系列
1310	英菲尼迪	106177	英菲尼迪G系列
1310	英菲尼迪	106181	英菲尼迪Q45
1310	英菲尼迪	106182	英菲尼迪QX4
1310	英菲尼迪	106183	英菲尼迪QX60
1310	英菲尼迪	161140	英菲尼迪QX
1310	英菲尼迪	161249	英菲尼迪QX30
1310	英菲尼迪	161346	英菲尼迪Q70
1311	依维柯	3361	康果
1311	依维柯	105649	依维柯
1311	依维柯	105651	宝迪
1311	依维柯	105656	康驾A35
1311	依维柯	105657	得意
1311	依维柯	105658	得意A40
1311	依维柯	105659	快运王A35
1311	依维柯	105660	都灵
1311	依维柯	161225	依维柯Turbo Daily
1311	依维柯	161288	依维柯Power Daily
1313	扬子	3365	飞铃皮卡
1313	扬子	3367	飞扬皮卡
1313	扬子	3368	飞扬SUV
1313	扬子	3369	金麒麟
1313	扬子	105889	长丰DUV
1313	扬子	105890	飞铃SUV
2261	永源	5694	永源A380
2261	永源	17440	飞碟UFO
2261	永源	22318	猎鹰
2261	永源	22536	永源五星
2261	永源	105267	风景线
2261	永源	106016	庄威
103784	英致	106174	英致G3
103784	英致	160866	英致737
103784	英致	160916	英致727
103784	英致	161143	英致G5
103828	烟台舒驰	161518	舒驰
1315	中华	3372	骏捷
1315	中华	3373	骏捷FRV
1315	中华	3374	骏捷Wagon
1315	中华	3375	尊驰
1315	中华	3376	酷宝
1315	中华	3377	中华
1315	中华	5512	骏捷FSV
1315	中华	5513	骏捷Cross
1315	中华	17447	中华H230
1315	中华	17449	中华H530
1315	中华	17450	中华V5
1315	中华	22293	中华H330
1315	中华	22294	中华H220
1315	中华	22310	中华H320
1315	中华	104252	中华豚
1315	中华	106594	中华V3
1315	中华	161498	中华H3
1315	中华	161568	中华H230EV
1318	众泰	3385	众泰5008
1318	众泰	5626	江南TT
1318	众泰	5627	众泰M300
1318	众泰	5628	众泰2008
1318	众泰	5629	众泰Z200
1318	众泰	5630	众泰V10
1318	众泰	17451	众泰Z300
1318	众泰	17452	众泰Z200HB
1318	众泰	22285	众泰Z100
1318	众泰	22287	众泰T200
1318	众泰	22288	众泰T600
1318	众泰	104253	云100
1318	众泰	105645	众泰E20
1318	众泰	105646	众泰Z500
1318	众泰	160869	大迈X5
1318	众泰	160898	众泰SR7
1318	众泰	160899	众泰Z700
1318	众泰	160900	芝麻E30
1318	众泰	161151	众泰E200
1318	众泰	161152	众泰SR9
1318	众泰	161299	大迈X7
1318	众泰	161493	众泰Z560
1318	众泰	161494	芝麻
1318	众泰	161525	众泰Z360
1318	众泰	161550	众泰T700
1319	中兴	3386	驰野-鑫精英
1319	中兴	3388	威虎
1319	中兴	3389	无限
1319	中兴	3390	长铃
1319	中兴	3391	福星SUV
1319	中兴	3393	小老虎
1319	中兴	17456	无限V6
1319	中兴	17457	无限V7
1319	中兴	22272	中兴C3
1319	中兴	22528	无限V3
1319	中兴	104939	旗舰SUV
1319	中兴	104940	旗舰A9
1319	中兴	105604	中兴GX3
1319	中兴	105605	万禧龙
1319	中兴	105606	威虎G4
1319	中兴	105607	威虎TUV
1319	中兴	105608	田野SUV
1319	中兴	161115	领主
1319	中兴	161281	威虎G3
1319	中兴	161284	昌铃
1319	中兴	161296	无限V5
103770	中欧	105609	尊致
103770	中欧	105610	尊逸
103770	中欧	105614	尊铂
103771	中顺	105616	中顺世纪
103796	知豆	160928	知豆D1
103796	知豆	160940	知豆D2
103796	知豆	161150	知豆
103817	重汽王牌	161385	W1
103820	之诺	161406	之诺1E
103820	之诺	161546	之诺60H
